datum,liga,liga_code,saison,team,gegner,vorquote_fair,torniveau_liga_saison,minute_gegentor,modell_p_sieg,modell_faire_quote,lohnt_ab_quote,live_quote_notiert,einsatz,notiert_am,bemerkung,endstand,ergebnis,treffer
2021-02-07,Belgien Pro League,B1,2021,gent,eupen,1.77,2.987,7,0.3659,2.73,2.88,,,,,2:2,unentschieden,0
2021-02-07,Ligue 1,F1,2021,montpellier,dijon,1.747,2.761,5,0.3829,2.61,2.75,,,,,4:2,sieg,1
2021-02-08,La Liga,SP1,2021,ath madrid,celta,1.6906,2.508,13,0.3716,2.69,2.83,,,,,2:2,unentschieden,0
2021-02-13,Ligue 1,F1,2021,lyon,montpellier,1.432,2.761,20,0.4793,2.09,2.2,,,,,1:2,niederlage,0
2021-02-13,Primeira Liga,P1,2021,porto,boavista,1.2972,2.415,8,0.6421,1.56,1.64,,,,,2:2,unentschieden,0
2021-02-13,Scottish Premiership,SC0,2021,motherwell,hamilton,1.7688,2.421,7,0.3664,2.73,2.87,,,,,1:4,niederlage,0
2021-02-14,Ligue 1,F1,2021,monaco,lorient,1.442,2.761,7,0.5305,1.89,1.99,,,,,2:2,unentschieden,0
2021-02-14,Eredivisie,N1,2021,vitesse,twente,1.7829,3.007,16,0.325,3.08,3.24,,,,,0:2,niederlage,0
2021-02-15,Bundesliga,D1,2021,bayern munich,bielefeld,1.1746,3.033,9,0.7703,1.3,1.37,,,,,3:3,unentschieden,0
2021-02-20,Bundesliga,D1,2021,m gladbach,mainz,1.7092,3.033,10,0.3767,2.65,2.8,,,,,1:2,niederlage,0
2021-02-20,Premier League,E0,2021,Liverpool,Everton,1.5257,2.695,3,0.4959,2.02,2.12,,,,,0:2,niederlage,0
2021-02-20,Griechenland Super League,G1,2021,aek,asteras tripolis,1.4563,2.205,16,0.4806,2.08,2.19,,,,,2:2,unentschieden,0
2021-02-20,La Liga,SP1,2021,ath madrid,levante,1.6011,2.508,30,0.3404,2.94,3.09,,,,,0:2,niederlage,0
2021-02-21,Ligue 1,F1,2021,paris sg,monaco,1.7108,2.761,6,0.3929,2.54,2.68,,,,,0:2,niederlage,0
2021-02-21,Eredivisie,N1,2021,psv eindhoven,vitesse,1.7229,3.007,4,0.3966,2.52,2.65,,,,,3:1,sieg,1
2021-02-21,Süper Lig,T1,2021,fenerbahce,goztep,1.5879,2.705,9,0.4356,2.3,2.42,,,,,0:1,niederlage,0
2021-02-22,Premier League,E0,2021,Brighton,Crystal Palace,1.7948,2.695,28,0.2762,3.62,3.81,,,,,1:2,niederlage,0
2021-02-27,Bundesliga,D1,2021,rb leipzig,m gladbach,1.6857,3.033,6,0.4034,2.48,2.61,,,,,3:2,sieg,1
2021-02-27,Eredivisie,N1,2021,utrecht,emmen,1.3399,3.007,14,0.578,1.73,1.82,,,,,0:1,niederlage,0
2021-03-04,Süper Lig,T1,2021,fenerbahce,antalyaspor,1.5265,2.705,12,0.4553,2.2,2.31,,,,,1:1,unentschieden,0
2021-03-06,Bundesliga,D1,2021,bayern munich,dortmund,1.7333,3.033,2,0.401,2.49,2.63,,,,,4:2,sieg,1
2021-03-07,Premier League,E0,2021,Manchester City,Manchester United,1.5294,2.695,2,0.4983,2.01,2.11,,,,,0:2,niederlage,0
2021-03-07,Griechenland Super League,G1,2021,paok,aris,1.7874,2.205,26,0.2857,3.5,3.69,,,,,2:2,unentschieden,0
2021-03-07,Süper Lig,T1,2021,galatasaray,sivasspor,1.7543,2.705,9,0.3634,2.75,2.9,,,,,2:2,unentschieden,0
2021-03-14,Bundesliga,D1,2021,leverkusen,bielefeld,1.4374,3.033,17,0.489,2.05,2.15,,,,,1:2,niederlage,0
2021-03-19,Süper Lig,T1,2021,galatasaray,rizespor,1.39,2.705,2,0.5897,1.7,1.79,,,,,3:4,niederlage,0
2021-03-21,Belgien Pro League,B1,2021,club brugge,antwerp,1.5879,2.987,9,0.4356,2.3,2.42,,,,,0:2,niederlage,0
2021-03-21,Belgien Pro League,B1,2021,anderlecht,waregem,1.6655,2.987,5,0.4164,2.4,2.53,,,,,4:1,sieg,1
2021-03-21,Ligue 1,F1,2021,lille,nimes,1.3782,2.761,12,0.5551,1.8,1.9,,,,,1:2,niederlage,0
2021-04-03,Belgien Pro League,B1,2021,oostende,waasland beveren,1.5257,2.987,23,0.4076,2.45,2.58,,,,,0:2,niederlage,0
2021-04-04,Premier League,E0,2021,Manchester United,Brighton,1.6952,2.695,13,0.3697,2.7,2.85,,,,,2:1,sieg,1
2021-04-04,Primeira Liga,P1,2021,guimaraes,tondela,1.7221,2.415,27,0.3037,3.29,3.47,,,,,1:2,niederlage,0
2021-04-04,Süper Lig,T1,2021,alanyaspor,genclerbirligi,1.5432,2.705,8,0.4637,2.16,2.27,,,,,1:2,niederlage,0
2021-04-06,Süper Lig,T1,2021,trabzonspor,kayserispor,1.7543,2.705,6,0.3759,2.66,2.8,,,,,1:1,unentschieden,0
2021-04-11,Griechenland Super League,G1,2021,olympiakos,panathinaikos,1.6071,2.205,31,0.3337,3.0,3.16,,,,,3:1,sieg,1
2021-04-12,Süper Lig,T1,2021,alanyaspor,denizlispor,1.5453,2.705,27,0.3799,2.63,2.77,,,,,3:2,sieg,1
2021-04-16,Ligue 1,F1,2021,lille,montpellier,1.7055,2.761,21,0.3331,3.0,3.16,,,,,1:1,unentschieden,0
2021-04-18,Bundesliga,D1,2021,dortmund,werder bremen,1.4533,3.033,14,0.4916,2.03,2.14,,,,,4:1,sieg,1
2021-04-21,Serie A,I1,2021,juventus,parma,1.322,3.053,25,0.5457,1.83,1.93,,,,,3:1,sieg,1
2021-04-21,Primeira Liga,P1,2021,sp braga,boavista,1.5349,2.415,28,0.3812,2.62,2.76,,,,,2:1,sieg,1
2021-04-21,Primeira Liga,P1,2021,sp lisbon,belenenses,1.5294,2.415,13,0.4493,2.23,2.34,,,,,2:2,unentschieden,0
2021-04-21,Süper Lig,T1,2021,ankaragucu,denizlispor,1.7883,2.705,6,0.3635,2.75,2.9,,,,,1:1,unentschieden,0
2021-04-22,Eredivisie,N1,2021,ajax,utrecht,1.4954,3.007,13,0.4692,2.13,2.24,,,,,1:1,unentschieden,0
2021-04-22,Süper Lig,T1,2021,alanyaspor,gaziantep,1.7642,2.705,6,0.3722,2.69,2.83,,,,,3:2,sieg,1
2021-04-24,Serie A,I1,2021,parma,crotone,1.7946,3.053,14,0.329,3.04,3.2,,,,,3:4,niederlage,0
2021-04-25,Ligue 1,F1,2021,rennes,dijon,1.3776,2.761,9,0.5688,1.76,1.85,,,,,5:1,sieg,1
2021-04-26,Premier League,E0,2021,Leicester,Crystal Palace,1.488,2.695,12,0.4782,2.09,2.2,,,,,2:1,sieg,1
2021-05-02,Eredivisie,N1,2021,psv eindhoven,heerenveen,1.2972,3.007,34,0.5298,1.89,1.99,,,,,2:2,unentschieden,0
2021-05-05,Primeira Liga,P1,2021,sp braga,pacos ferreira,1.5628,2.415,26,0.3751,2.67,2.81,,,,,1:1,unentschieden,0
2021-05-07,Premier League,E0,2021,Leicester,Newcastle,1.4697,2.695,22,0.4453,2.25,2.36,,,,,2:4,niederlage,0
2021-05-08,Bundesliga,D1,2021,hoffenheim,schalke 04,1.2637,3.033,12,0.6587,1.52,1.6,,,,,4:2,sieg,1
2021-05-12,Premier League,E0,2021,Chelsea,Arsenal,1.7425,2.695,16,0.3393,2.95,3.1,,,,,0:1,niederlage,0
2021-05-15,Süper Lig,T1,2021,karagumruk,denizlispor,1.4947,2.705,26,0.4124,2.42,2.55,,,,,5:1,sieg,1
2021-05-16,Premier League,E0,2021,Everton,Sheffield United,1.4463,2.695,7,0.5276,1.9,2.0,,,,,0:1,niederlage,0
2021-05-16,Griechenland Super League,G1,2021,paok,asteras tripolis,1.4618,2.205,28,0.4239,2.36,2.48,,,,,0:1,niederlage,0
2021-05-16,Eredivisie,N1,2021,twente,den haag,1.7223,3.007,30,0.2924,3.42,3.6,,,,,3:2,sieg,1
2021-05-22,La Liga,SP1,2021,real madrid,villarreal,1.4954,2.508,20,0.4382,2.28,2.4,,,,,2:1,sieg,1
2021-05-23,Ligue 1,F1,2021,nantes,montpellier,1.5294,2.761,30,0.3757,2.66,2.8,,,,,1:2,niederlage,0
2021-07-25,Belgien Pro League,B1,2122,anderlecht,st gilloise,1.6191,2.941,20,0.3733,2.68,2.82,,,,,1:3,niederlage,0
2021-08-20,La Liga,SP1,2122,betis,cadiz,1.5714,2.503,11,0.4353,2.3,2.42,,,,,1:1,unentschieden,0
2021-08-22,Eredivisie,N1,2122,vitesse,willem ii,1.7221,2.859,18,0.3388,2.95,3.11,,,,,0:3,niederlage,0
2021-08-23,Süper Lig,T1,2122,galatasaray,hatayspor,1.56,2.808,3,0.4768,2.1,2.21,,,,,2:1,sieg,1
2021-08-28,Serie A,I1,2122,lazio,spezia,1.42,2.863,4,0.5591,1.79,1.88,,,,,6:1,sieg,1
2021-08-28,Serie A,I1,2122,juventus,empoli,1.2894,2.863,21,0.5949,1.68,1.77,,,,,0:1,niederlage,0
2021-08-29,Primeira Liga,P1,2122,benfica,tondela,1.2646,2.637,22,0.6165,1.62,1.71,,,,,2:1,sieg,1
2021-08-29,Scottish Premiership,SC0,2122,aberdeen,ross county,1.7041,2.469,33,0.2877,3.48,3.66,,,,,1:1,unentschieden,0
2021-09-11,Serie A,I1,2122,atalanta,fiorentina,1.6398,2.863,33,0.312,3.2,3.37,,,,,1:2,niederlage,0
2021-09-12,Belgien Pro League,B1,2122,gent,charleroi,1.6643,2.941,5,0.417,2.4,2.53,,,,,2:3,niederlage,0
2021-09-12,Ligue 1,F1,2122,rennes,reims,1.727,2.808,26,0.3058,3.27,3.44,,,,,0:2,niederlage,0
2021-09-12,La Liga,SP1,2122,real madrid,celta,1.429,2.503,4,0.5528,1.81,1.9,,,,,5:2,sieg,1
2021-09-20,La Liga,SP1,2122,barcelona,granada,1.3506,2.503,2,0.6205,1.61,1.7,,,,,1:1,unentschieden,0
2021-09-25,Premier League,E0,2122,Leicester,Burnley,1.6542,2.818,12,0.3913,2.56,2.69,,,,,2:2,unentschieden,0
2021-09-25,Ligue 1,F1,2122,lyon,lorient,1.4098,2.808,20,0.4953,2.02,2.13,,,,,1:1,unentschieden,0
2021-09-25,Eredivisie,N1,2122,vitesse,for sittard,1.7179,2.859,2,0.4072,2.46,2.59,,,,,1:1,unentschieden,0
2021-10-01,Bundesliga,D1,2122,koln,greuther furth,1.48,3.118,7,0.5056,1.98,2.08,,,,,3:1,sieg,1
2021-10-02,Primeira Liga,P1,2122,porto,pacos ferreira,1.3314,2.637,19,0.5636,1.77,1.87,,,,,2:1,sieg,1
2021-10-03,Primeira Liga,P1,2122,sp braga,boavista,1.56,2.637,12,0.4369,2.29,2.41,,,,,2:2,unentschieden,0
2021-10-03,Scottish Premiership,SC0,2122,rangers,hibernian,1.4533,2.469,8,0.5184,1.93,2.03,,,,,2:1,sieg,1
2021-10-16,Belgien Pro League,B1,2122,st gilloise,seraing,1.4433,2.941,31,0.4229,2.36,2.49,,,,,4:2,sieg,1
2021-10-16,Bundesliga,D1,2122,m gladbach,stuttgart,1.5658,3.118,15,0.4207,2.38,2.5,,,,,1:1,unentschieden,0
2021-10-16,Serie A,I1,2122,milan,verona,1.6386,2.863,7,0.4199,2.38,2.51,,,,,3:2,sieg,1
2021-10-16,Eredivisie,N1,2122,psv eindhoven,zwolle,1.22,2.859,3,0.7384,1.35,1.43,,,,,3:1,sieg,1
2021-10-17,Ligue 1,F1,2122,marseille,lorient,1.5772,2.808,13,0.4235,2.36,2.49,,,,,4:1,sieg,1
2021-10-17,Griechenland Super League,G1,2122,paok,volos nfc,1.4295,2.375,13,0.5124,1.95,2.06,,,,,4:4,unentschieden,0
2021-10-17,La Liga,SP1,2122,villarreal,osasuna,1.7589,2.503,26,0.2949,3.39,3.57,,,,,1:2,niederlage,0
2021-10-17,La Liga,SP1,2122,barcelona,valencia,1.5772,2.503,5,0.4588,2.18,2.3,,,,,3:1,sieg,1
2021-10-23,Serie A,I1,2122,sassuolo,venezia,1.6593,2.863,32,0.3081,3.25,3.42,,,,,3:1,sieg,1
2021-10-23,La Liga,SP1,2122,valencia,mallorca,1.753,2.503,32,0.2749,3.64,3.83,,,,,2:2,unentschieden,0
2021-10-24,La Liga,SP1,2122,ath madrid,sociedad,1.7035,2.503,7,0.3917,2.55,2.69,,,,,2:2,unentschieden,0
2021-10-26,La Liga,SP1,2122,villarreal,cadiz,1.3732,2.503,14,0.5502,1.82,1.91,,,,,3:3,unentschieden,0
2021-10-27,Scottish Premiership,SC0,2122,rangers,aberdeen,1.3491,2.469,8,0.5962,1.68,1.77,,,,,2:2,unentschieden,0
2021-10-29,Ligue 1,F1,2122,paris sg,lille,1.4098,2.808,31,0.4463,2.24,2.36,,,,,2:1,sieg,1
2021-10-29,Süper Lig,T1,2122,trabzonspor,rizespor,1.4196,2.808,22,0.4792,2.09,2.2,,,,,2:1,sieg,1
2021-10-30,Premier League,E0,2122,Manchester City,Crystal Palace,1.2025,2.818,6,0.7473,1.34,1.41,,,,,0:2,niederlage,0
2021-10-30,Eredivisie,N1,2122,psv eindhoven,twente,1.3808,2.859,13,0.5486,1.82,1.92,,,,,5:2,sieg,1
2021-10-30,Eredivisie,N1,2122,az alkmaar,zwolle,1.2986,2.859,5,0.653,1.53,1.61,,,,,3:2,sieg,1
2021-10-31,Belgien Pro League,B1,2122,anderlecht,oud heverlee leuven,1.3556,2.941,6,0.5994,1.67,1.76,,,,,2:2,unentschieden,0
2021-11-05,La Liga,SP1,2122,ath bilbao,cadiz,1.4374,2.503,6,0.5381,1.86,1.96,,,,,0:1,niederlage,0
2021-11-06,Premier League,E0,2122,Brentford,norwich,1.6783,2.818,6,0.4065,2.46,2.59,,,,,1:2,niederlage,0
2021-11-07,Serie A,I1,2122,napoli,verona,1.442,2.863,13,0.5037,1.99,2.09,,,,,1:1,unentschieden,0
2021-11-07,Scottish Premiership,SC0,2122,rangers,ross county,1.166,2.469,5,0.793,1.26,1.33,,,,,4:2,sieg,1
2021-11-20,Griechenland Super League,G1,2122,aris,giannina,1.6454,2.375,5,0.4255,2.35,2.47,,,,,0:5,niederlage,0
2021-11-20,Serie A,I1,2122,atalanta,spezia,1.3239,2.863,11,0.6051,1.65,1.74,,,,,5:2,sieg,1
2021-11-20,La Liga,SP1,2122,sevilla,alaves,1.502,2.503,5,0.5009,2.0,2.1,,,,,2:2,unentschieden,0
2021-11-26,Belgien Pro League,B1,2122,st gilloise,oud heverlee leuven,1.3399,2.941,13,0.5824,1.72,1.81,,,,,1:3,niederlage,0
2021-11-27,Ligue 1,F1,2122,nice,metz,1.4814,2.808,31,0.3988,2.51,2.64,,,,,0:1,niederlage,0
2021-11-27,Süper Lig,T1,2122,besiktas,giresunspor,1.5879,2.808,22,0.3796,2.63,2.77,,,,,0:4,niederlage,0
2021-11-28,La Liga,SP1,2122,betis,levante,1.7447,2.503,7,0.3754,2.66,2.81,,,,,3:1,sieg,1
2021-11-28,La Liga,SP1,2122,real madrid,sevilla,1.7829,2.503,12,0.3409,2.93,3.09,,,,,2:1,sieg,1
2021-11-30,Serie A,I1,2122,fiorentina,sampdoria,1.7874,2.863,15,0.3274,3.05,3.22,,,,,3:1,sieg,1
2021-12-01,Eredivisie,N1,2122,feyenoord,heracles,1.399,2.859,15,0.5257,1.9,2.0,,,,,2:1,sieg,1
2021-12-02,Serie A,I1,2122,lazio,udinese,1.753,2.863,17,0.3315,3.02,3.18,,,,,4:4,unentschieden,0
2021-12-02,Eredivisie,N1,2122,az alkmaar,for sittard,1.3491,2.859,9,0.5919,1.69,1.78,,,,,2:1,sieg,1
2021-12-04,Ligue 1,F1,2122,lille,troyes,1.512,2.808,6,0.4905,2.04,2.15,,,,,2:1,sieg,1
2021-12-04,Eredivisie,N1,2122,psv eindhoven,utrecht,1.6182,2.859,12,0.4077,2.45,2.58,,,,,4:1,sieg,1
2021-12-04,Süper Lig,T1,2122,galatasaray,altay,1.5415,2.808,17,0.4249,2.35,2.48,,,,,2:2,unentschieden,0
2021-12-05,Belgien Pro League,B1,2122,anderlecht,waregem,1.3333,2.941,25,0.5353,1.87,1.97,,,,,3:2,sieg,1
2021-12-05,Eredivisie,N1,2122,az alkmaar,sparta rotterdam,1.5089,2.859,19,0.4346,2.3,2.42,,,,,3:1,sieg,1
2021-12-11,Bundesliga,D1,2122,bayern munich,mainz,1.26,3.118,22,0.6215,1.61,1.69,,,,,2:1,sieg,1
2021-12-11,Premier League,E0,2122,Chelsea,Leeds,1.3216,2.818,28,0.5328,1.88,1.98,,,,,3:2,sieg,1
2021-12-11,Primeira Liga,P1,2122,guimaraes,tondela,1.5247,2.637,18,0.4299,2.33,2.45,,,,,5:2,sieg,1
2021-12-12,Griechenland Super League,G1,2122,paok,lamia,1.2552,2.375,7,0.6871,1.46,1.53,,,,,2:1,sieg,1
2021-12-16,Premier League,E0,2122,Liverpool,Newcastle,1.1834,2.818,7,0.7661,1.31,1.37,,,,,3:1,sieg,1
2021-12-18,Belgien Pro League,B1,2122,st gilloise,cercle brugge,1.7108,2.941,8,0.3844,2.6,2.74,,,,,3:2,sieg,1
2021-12-18,Serie A,I1,2122,atalanta,roma,1.7852,2.863,1,0.3856,2.59,2.73,,,,,1:4,niederlage,0
2021-12-19,Griechenland Super League,G1,2122,paok,asteras tripolis,1.5879,2.375,12,0.4225,2.37,2.49,,,,,3:2,sieg,1
2021-12-23,Süper Lig,T1,2122,besiktas,goztep,1.7368,2.808,3,0.3954,2.53,2.66,,,,,2:1,sieg,1
2021-12-26,Scottish Premiership,SC0,2122,aberdeen,dundee,1.6933,2.469,7,0.3959,2.53,2.66,,,,,2:1,sieg,1
2021-12-27,Belgien Pro League,B1,2122,charleroi,oud heverlee leuven,1.7936,2.941,17,0.3176,3.15,3.32,,,,,0:3,niederlage,0
2021-12-29,Primeira Liga,P1,2122,sp lisbon,portimonense,1.3658,2.637,21,0.5251,1.9,2.01,,,,,3:2,sieg,1
2022-01-06,Serie A,I1,2122,lazio,empoli,1.6836,2.863,6,0.4043,2.47,2.6,,,,,3:3,unentschieden,0
2022-01-06,Serie A,I1,2122,sassuolo,genoa,1.6616,2.863,6,0.4138,2.42,2.54,,,,,1:1,unentschieden,0
2022-01-08,Bundesliga,D1,2122,hoffenheim,augsburg,1.6194,3.118,5,0.4377,2.28,2.41,,,,,3:1,sieg,1
2022-01-08,Süper Lig,T1,2122,galatasaray,giresunspor,1.7645,2.808,11,0.3515,2.85,3.0,,,,,0:1,niederlage,0
2022-01-09,Serie A,I1,2122,verona,salernitana,1.442,2.863,29,0.4325,2.31,2.43,,,,,1:2,niederlage,0
2022-01-14,Belgien Pro League,B1,2122,gent,kortrijk,1.4758,2.941,8,0.5037,1.99,2.09,,,,,2:2,unentschieden,0
2022-01-16,Premier League,E0,2122,West Ham,Leeds,1.7053,2.818,10,0.3782,2.64,2.78,,,,,2:3,niederlage,0
2022-01-19,Süper Lig,T1,2122,fenerbahce,altay,1.4758,2.808,14,0.4769,2.1,2.21,,,,,2:1,sieg,1
2022-01-22,Serie A,I1,2122,inter,venezia,1.1682,2.863,19,0.7458,1.34,1.41,,,,,2:1,sieg,1
2022-01-22,La Liga,SP1,2122,ath madrid,valencia,1.5123,2.503,25,0.4065,2.46,2.59,,,,,3:2,sieg,1
2022-01-25,Belgien Pro League,B1,2122,gent,oostende,1.5257,2.941,8,0.4736,2.11,2.22,,,,,1:1,unentschieden,0
2022-01-30,Griechenland Super League,G1,2122,aek,volos nfc,1.3983,2.375,16,0.5217,1.92,2.02,,,,,1:2,niederlage,0
2022-02-02,Primeira Liga,P1,2122,benfica,gil vicente,1.3982,2.637,11,0.5441,1.84,1.94,,,,,1:2,niederlage,0
2022-02-04,Ligue 1,F1,2122,marseille,angers,1.5893,2.808,8,0.4393,2.28,2.4,,,,,5:2,sieg,1
2022-02-05,Eredivisie,N1,2122,utrecht,cambuur,1.48,2.859,8,0.5011,2.0,2.1,,,,,3:2,sieg,1
2022-02-07,La Liga,SP1,2122,ath bilbao,espanol,1.6877,2.503,3,0.4155,2.41,2.53,,,,,2:1,sieg,1
2022-02-12,Primeira Liga,P1,2122,benfica,santa clara,1.3573,2.637,20,0.5367,1.86,1.96,,,,,2:1,sieg,1
2022-02-13,Premier League,E0,2122,Tottenham,Wolves,1.7813,2.818,6,0.366,2.73,2.88,,,,,0:2,niederlage,0
2022-02-13,Süper Lig,T1,2122,sivasspor,yeni malatyaspor,1.7457,2.808,31,0.2809,3.56,3.75,,,,,2:1,sieg,1
2022-02-15,Scottish Premiership,SC0,2122,aberdeen,st johnstone,1.7556,2.469,6,0.3754,2.66,2.8,,,,,1:1,unentschieden,0
2022-02-19,Premier League,E0,2122,Brighton,Burnley,1.751,2.818,21,0.3165,3.16,3.33,,,,,0:3,niederlage,0
2022-02-19,Premier League,E0,2122,Manchester City,Tottenham,1.3413,2.818,4,0.6198,1.61,1.7,,,,,2:3,niederlage,0
2022-02-20,Ligue 1,F1,2122,marseille,clermont,1.5571,2.808,13,0.4341,2.3,2.43,,,,,0:2,niederlage,0
2022-02-20,Serie A,I1,2122,inter,sassuolo,1.3556,2.863,8,0.5908,1.69,1.78,,,,,0:2,niederlage,0
2022-02-20,Eredivisie,N1,2122,feyenoord,cambuur,1.2096,2.859,17,0.6997,1.43,1.5,,,,,3:1,sieg,1
2022-02-20,Scottish Premiership,SC0,2122,celtic,dundee,1.1834,2.469,26,0.6999,1.43,1.5,,,,,3:2,sieg,1
2022-02-24,Premier League,E0,2122,Arsenal,Wolves,1.7342,2.818,10,0.3669,2.73,2.87,,,,,2:1,sieg,1
2022-02-25,Süper Lig,T1,2122,trabzonspor,kayserispor,1.6193,2.808,24,0.3566,2.8,2.95,,,,,3:2,sieg,1
2022-02-26,Ligue 1,F1,2122,paris sg,st etienne,1.2025,2.808,16,0.7121,1.4,1.48,,,,,3:1,sieg,1
2022-02-27,Serie A,I1,2122,torino,cagliari,1.7342,2.863,21,0.3225,3.1,3.27,,,,,1:2,niederlage,0
2022-02-27,Süper Lig,T1,2122,galatasaray,rizespor,1.5111,2.808,8,0.4821,2.07,2.18,,,,,4:2,sieg,1
2022-03-05,Eredivisie,N1,2122,feyenoord,groningen,1.3505,2.859,23,0.5291,1.89,1.99,,,,,1:1,unentschieden,0
2022-03-05,La Liga,SP1,2122,real madrid,sociedad,1.6857,2.503,10,0.3863,2.59,2.73,,,,,4:1,sieg,1
2022-03-12,Süper Lig,T1,2122,trabzonspor,goztep,1.7327,2.808,31,0.2852,3.51,3.69,,,,,4:2,sieg,1
2022-03-13,Belgien Pro League,B1,2122,genk,st truiden,1.5383,2.941,29,0.3752,2.67,2.81,,,,,0:1,niederlage,0
2022-03-13,Premier League,E0,2122,Southampton,watford,1.6857,2.818,14,0.3695,2.71,2.85,,,,,1:2,niederlage,0
2022-03-18,Belgien Pro League,B1,2122,st gilloise,oostende,1.384,2.941,9,0.5638,1.77,1.87,,,,,1:1,unentschieden,0
2022-03-19,Ligue 1,F1,2122,lens,clermont,1.7342,2.808,9,0.371,2.7,2.84,,,,,3:1,sieg,1
2022-03-19,Serie A,I1,2122,napoli,udinese,1.5257,2.863,22,0.4119,2.43,2.56,,,,,2:1,sieg,1
2022-03-20,Eredivisie,N1,2122,utrecht,groningen,1.7933,2.859,4,0.37,2.7,2.85,,,,,1:3,niederlage,0
2022-03-20,Eredivisie,N1,2122,ajax,feyenoord,1.4947,2.859,8,0.492,2.03,2.14,,,,,3:2,sieg,1
2022-04-02,Belgien Pro League,B1,2122,mechelen,kortrijk,1.7984,2.941,7,0.3558,2.81,2.96,,,,,3:2,sieg,1
2022-04-02,Bundesliga,D1,2122,hoffenheim,bochum,1.5772,3.118,28,0.3597,2.78,2.93,,,,,1:2,niederlage,0
2022-04-08,La Liga,SP1,2122,sevilla,granada,1.5607,2.503,23,0.3889,2.57,2.71,,,,,4:2,sieg,1
2022-04-09,Premier League,E0,2122,Arsenal,Brighton,1.7037,2.818,28,0.3065,3.26,3.44,,,,,1:2,niederlage,0
2022-04-09,Eredivisie,N1,2122,ajax,sparta rotterdam,1.1414,2.859,33,0.7381,1.35,1.43,,,,,2:1,sieg,1
2022-04-09,Primeira Liga,P1,2122,benfica,belenenses,1.266,2.637,3,0.6917,1.45,1.52,,,,,3:1,sieg,1
2022-04-10,Serie A,I1,2122,roma,salernitana,1.339,2.863,22,0.5436,1.84,1.94,,,,,2:1,sieg,1
2022-04-17,Premier League,E0,2122,West Ham,Burnley,1.7874,2.818,33,0.2608,3.83,4.04,,,,,1:1,unentschieden,0
2022-04-20,Ligue 1,F1,2122,marseille,nantes,1.6952,2.808,26,0.3174,3.15,3.32,,,,,3:2,sieg,1
2022-04-23,Eredivisie,N1,2122,az alkmaar,heerenveen,1.502,2.859,7,0.492,2.03,2.14,,,,,2:1,sieg,1
2022-04-24,La Liga,SP1,2122,barcelona,vallecano,1.3664,2.503,7,0.5864,1.71,1.8,,,,,0:1,niederlage,0
2022-04-27,Serie A,I1,2122,fiorentina,udinese,1.7829,2.863,12,0.3409,2.93,3.09,,,,,0:4,niederlage,0
2022-04-27,Serie A,I1,2122,atalanta,torino,1.6783,2.863,4,0.4152,2.41,2.54,,,,,4:4,unentschieden,0
2022-04-29,Bundesliga,D1,2122,union berlin,greuther furth,1.3423,3.118,33,0.4916,2.03,2.14,,,,,1:1,unentschieden,0
2022-04-30,Bundesliga,D1,2122,dortmund,bochum,1.4404,3.118,3,0.5493,1.82,1.92,,,,,3:4,niederlage,0
2022-04-30,Ligue 1,F1,2122,lens,nantes,1.7342,2.808,8,0.3752,2.67,2.81,,,,,2:2,unentschieden,0
2022-05-01,Süper Lig,T1,2122,alanyaspor,yeni malatyaspor,1.3517,2.808,31,0.4923,2.03,2.14,,,,,2:1,sieg,1
2022-05-02,Serie A,I1,2122,atalanta,salernitana,1.3239,2.863,27,0.5351,1.87,1.97,,,,,1:1,unentschieden,0
2022-05-06,Serie A,I1,2122,inter,empoli,1.2027,2.863,5,0.7505,1.33,1.4,,,,,4:2,sieg,1
2022-05-07,Eredivisie,N1,2122,twente,for sittard,1.4697,2.859,25,0.4321,2.31,2.44,,,,,1:2,niederlage,0
2022-05-07,Scottish Premiership,SC0,2122,celtic,hearts,1.3491,2.469,3,0.6175,1.62,1.71,,,,,4:1,sieg,1
2022-05-08,Bundesliga,D1,2122,bayern munich,stuttgart,1.3102,3.118,8,0.6301,1.59,1.67,,,,,2:2,unentschieden,0
2022-05-11,Ligue 1,F1,2122,nice,st etienne,1.6655,2.808,11,0.3906,2.56,2.7,,,,,4:2,sieg,1
2022-05-14,Bundesliga,D1,2122,dortmund,hertha,1.5857,3.118,18,0.3976,2.51,2.65,,,,,2:1,sieg,1
2022-05-14,Ligue 1,F1,2122,monaco,brest,1.3173,2.808,10,0.6153,1.63,1.71,,,,,4:2,sieg,1
2022-05-14,Serie A,I1,2122,roma,venezia,1.3059,2.863,1,0.6626,1.51,1.59,,,,,1:1,unentschieden,0
2022-05-15,Eredivisie,N1,2122,az alkmaar,waalwijk,1.3523,2.859,18,0.5498,1.82,1.92,,,,,1:3,niederlage,0
2022-05-15,Eredivisie,N1,2122,feyenoord,twente,1.6299,2.859,27,0.3398,2.94,3.1,,,,,1:2,niederlage,0
2022-05-19,Premier League,E0,2122,Chelsea,Leicester,1.4697,2.818,6,0.5166,1.94,2.04,,,,,1:1,unentschieden,0
2022-05-22,Premier League,E0,2122,Liverpool,Wolves,1.2101,2.818,3,0.749,1.34,1.41,,,,,3:1,sieg,1
2022-05-22,Serie A,I1,2122,salernitana,udinese,1.7829,2.863,6,0.3654,2.74,2.88,,,,,0:4,niederlage,0
