datum,liga,liga_code,saison,team,gegner,vorquote_fair,torniveau_liga_saison,minute_gegentor,modell_p_sieg,modell_faire_quote,lohnt_ab_quote,live_quote_notiert,einsatz,notiert_am,bemerkung,endstand,ergebnis,treffer
2010-10-17,Bundesliga,D1,1011,hoffenheim,m gladbach,1.7543,2.922,12,0.3511,2.85,3.0,,,,,3:2,sieg,1
2010-10-17,Süper Lig,T1,1011,galatasaray,ankaragucu,1.5847,2.739,4,0.4594,2.18,2.29,,,,,2:4,niederlage,0
2010-10-17,Süper Lig,T1,1011,kayserispor,sivasspor,1.6143,2.739,21,0.3713,2.69,2.84,,,,,4:1,sieg,1
2010-10-23,Ligue 1,F1,1011,bordeaux,brest,1.7111,2.342,6,0.3928,2.55,2.68,,,,,0:2,niederlage,0
2010-10-23,La Liga,SP1,1011,valencia,mallorca,1.6803,2.742,7,0.4014,2.49,2.62,,,,,1:2,niederlage,0
2010-10-23,Süper Lig,T1,1011,trabzonspor,genclerbirligi,1.4983,2.739,32,0.3846,2.6,2.74,,,,,3:1,sieg,1
2010-10-27,Eredivisie,N1,1011,groningen,den haag,1.6559,3.225,12,0.3905,2.56,2.7,,,,,3:1,sieg,1
2010-10-30,La Liga,SP1,1011,valencia,zaragoza,1.51,2.742,3,0.5051,1.98,2.08,,,,,1:1,unentschieden,0
2010-11-01,La Liga,SP1,1011,mallorca,levante,1.7209,2.742,26,0.3079,3.25,3.42,,,,,2:1,sieg,1
2010-11-05,Süper Lig,T1,1011,kayserispor,genclerbirligi,1.7265,2.739,34,0.2764,3.62,3.81,,,,,1:1,unentschieden,0
2010-11-06,Belgien Pro League,B1,1011,standard,eupen,1.2972,2.646,15,0.6128,1.63,1.72,,,,,1:3,niederlage,0
2010-11-06,Serie A,I1,1011,inter,brescia,1.3333,2.513,14,0.5838,1.71,1.8,,,,,1:1,unentschieden,0
2010-11-06,Eredivisie,N1,1011,groningen,nac breda,1.5893,3.225,2,0.4659,2.15,2.26,,,,,2:1,sieg,1
2010-11-06,Eredivisie,N1,1011,twente,excelsior,1.2488,3.225,2,0.7124,1.4,1.48,,,,,2:1,sieg,1
2010-11-07,Belgien Pro League,B1,1011,anderlecht,club brugge,1.7265,2.646,5,0.3909,2.56,2.69,,,,,2:2,unentschieden,0
2010-11-07,Bundesliga,D1,1011,leverkusen,kaiserslautern,1.5415,2.922,15,0.4337,2.31,2.43,,,,,3:1,sieg,1
2010-11-07,Serie A,I1,1011,juventus,cesena,1.4533,2.513,11,0.505,1.98,2.09,,,,,3:1,sieg,1
2010-11-08,Griechenland Super League,G1,1011,aek,ergotelis,1.4889,2.2,33,0.3858,2.59,2.73,,,,,3:1,sieg,1
2010-11-10,Scottish Premiership,SC0,1011,rangers,hibernian,1.3032,2.561,6,0.6447,1.55,1.63,,,,,0:3,niederlage,0
2010-11-13,Griechenland Super League,G1,1011,panathinaikos,larisa,1.3747,2.2,7,0.5798,1.72,1.82,,,,,1:1,unentschieden,0
2010-11-13,Eredivisie,N1,1011,psv eindhoven,excelsior,1.2007,3.225,6,0.7494,1.33,1.41,,,,,4:2,sieg,1
2010-11-14,Süper Lig,T1,1011,galatasaray,manisaspor,1.6434,2.739,31,0.3183,3.14,3.31,,,,,0:2,niederlage,0
2010-11-20,Griechenland Super League,G1,1011,panathinaikos,iraklis,1.3708,2.2,20,0.5255,1.9,2.0,,,,,4:2,sieg,1
2010-11-20,Süper Lig,T1,1011,besiktas,konyaspor,1.4333,2.739,16,0.4963,2.02,2.12,,,,,2:2,unentschieden,0
2010-11-27,Belgien Pro League,B1,1011,anderlecht,charleroi,1.2602,2.646,12,0.6623,1.51,1.59,,,,,4:1,sieg,1
2010-11-27,Belgien Pro League,B1,1011,westerlo,eupen,1.7324,2.646,33,0.2781,3.6,3.79,,,,,1:1,unentschieden,0
2010-11-27,Bundesliga,D1,1011,dortmund,m gladbach,1.3703,2.922,33,0.4678,2.14,2.25,,,,,4:1,sieg,1
2010-11-27,Premier League,E0,1011,bolton,blackpool,1.6593,2.797,28,0.3236,3.09,3.25,,,,,2:2,unentschieden,0
2010-11-27,Serie A,I1,1011,juventus,fiorentina,1.7675,2.513,4,0.3794,2.64,2.78,,,,,1:1,unentschieden,0
2010-11-27,La Liga,SP1,1011,ath madrid,espanol,1.72,2.742,22,0.3237,3.09,3.25,,,,,2:3,niederlage,0
2010-11-28,Serie A,I1,1011,inter,parma,1.7808,2.513,4,0.3745,2.67,2.81,,,,,5:2,sieg,1
2010-12-04,Ligue 1,F1,1011,lille,lorient,1.6266,2.342,6,0.4299,2.33,2.45,,,,,6:3,sieg,1
2010-12-04,Eredivisie,N1,1011,psv eindhoven,heracles,1.2775,3.225,27,0.5812,1.72,1.81,,,,,5:2,sieg,1
2010-12-05,Belgien Pro League,B1,1011,club brugge,westerlo,1.7265,2.646,9,0.374,2.67,2.82,,,,,4:3,sieg,1
2010-12-06,Süper Lig,T1,1011,kayserispor,eskisehirspor,1.782,2.739,9,0.3534,2.83,2.98,,,,,2:2,unentschieden,0
2010-12-11,Serie A,I1,1011,palermo,parma,1.7583,2.513,7,0.3703,2.7,2.84,,,,,3:1,sieg,1
2010-12-11,Süper Lig,T1,1011,galatasaray,genclerbirligi,1.6058,2.739,1,0.462,2.16,2.28,,,,,0:2,niederlage,0
2010-12-12,Belgien Pro League,B1,1011,kortrijk,lierse,1.7543,2.646,23,0.3077,3.25,3.42,,,,,3:1,sieg,1
2010-12-13,Süper Lig,T1,1011,bursaspor,kasimpasa,1.4225,2.739,14,0.5129,1.95,2.05,,,,,2:1,sieg,1
2010-12-18,Bundesliga,D1,1011,werder bremen,kaiserslautern,1.729,2.922,1,0.4071,2.46,2.59,,,,,1:2,niederlage,0
2010-12-18,Ligue 1,F1,1011,paris sg,monaco,1.6266,2.342,32,0.3214,3.11,3.28,,,,,2:2,unentschieden,0
2010-12-22,Ligue 1,F1,1011,bordeaux,lens,1.6776,2.342,15,0.3686,2.71,2.86,,,,,2:2,unentschieden,0
2011-01-02,La Liga,SP1,1011,ath bilbao,la coruna,1.7808,2.742,22,0.3026,3.3,3.48,,,,,1:2,niederlage,0
2011-01-09,Serie A,I1,1011,fiorentina,brescia,1.5989,2.513,30,0.3414,2.93,3.08,,,,,3:2,sieg,1
2011-01-09,La Liga,SP1,1011,real madrid,villarreal,1.3635,2.742,7,0.5887,1.7,1.79,,,,,4:2,sieg,1
2011-01-15,Premier League,E0,1011,Manchester City,Wolves,1.399,2.797,12,0.539,1.86,1.95,,,,,4:3,sieg,1
2011-01-15,Ligue 1,F1,1011,paris sg,sochaux,1.5893,2.342,14,0.4131,2.42,2.55,,,,,2:1,sieg,1
2011-01-16,Griechenland Super League,G1,1011,aris,panionios,1.7234,2.2,19,0.3343,2.99,3.15,,,,,0:2,niederlage,0
2011-01-16,Griechenland Super League,G1,1011,panathinaikos,kavala,1.4549,2.2,3,0.5396,1.85,1.95,,,,,4:2,sieg,1
2011-01-19,Eredivisie,N1,1011,az alkmaar,nijmegen,1.5333,3.225,22,0.4077,2.45,2.58,,,,,2:2,unentschieden,0
2011-01-22,Belgien Pro League,B1,1011,genk,kortrijk,1.5966,2.646,9,0.4313,2.32,2.44,,,,,3:2,sieg,1
2011-01-22,Premier League,E0,1011,Everton,West Ham,1.575,2.797,26,0.3691,2.71,2.85,,,,,2:2,unentschieden,0
2011-01-22,Griechenland Super League,G1,1011,aek,olympiakos volou,1.6,2.2,12,0.4165,2.4,2.53,,,,,0:4,niederlage,0
2011-01-22,Primeira Liga,P1,1011,sp braga,setubal,1.4932,2.433,18,0.4483,2.23,2.35,,,,,2:2,unentschieden,0
2011-01-22,La Liga,SP1,1011,valencia,malaga,1.5383,2.742,10,0.4576,2.19,2.3,,,,,4:3,sieg,1
2011-01-23,Serie A,I1,1011,fiorentina,lecce,1.5349,2.513,29,0.377,2.65,2.79,,,,,1:1,unentschieden,0
2011-01-23,La Liga,SP1,1011,villarreal,sociedad,1.5966,2.742,30,0.3425,2.92,3.07,,,,,2:1,sieg,1
2011-01-29,Belgien Pro League,B1,1011,lokeren,eupen,1.6748,2.646,9,0.3951,2.53,2.66,,,,,0:2,niederlage,0
2011-01-29,Eredivisie,N1,1011,psv eindhoven,willem ii,1.1564,3.225,17,0.7686,1.3,1.37,,,,,2:1,sieg,1
2011-01-30,Bundesliga,D1,1011,stuttgart,freiburg,1.638,2.922,24,0.3484,2.87,3.02,,,,,0:1,niederlage,0
2011-01-30,Serie A,I1,1011,inter,palermo,1.7808,2.513,5,0.3703,2.7,2.84,,,,,3:2,sieg,1
2011-02-01,Premier League,E0,1011,Arsenal,Everton,1.4758,2.797,24,0.4326,2.31,2.43,,,,,2:1,sieg,1
2011-02-05,Griechenland Super League,G1,1011,aek,aris,1.7111,2.2,29,0.3001,3.33,3.51,,,,,1:2,niederlage,0
2011-02-12,Ligue 1,F1,1011,bordeaux,caen,1.6776,2.342,10,0.3897,2.57,2.7,,,,,1:2,niederlage,0
2011-02-19,Eredivisie,N1,1011,groningen,roda,1.7793,3.225,15,0.3302,3.03,3.19,,,,,1:4,niederlage,0
2011-02-20,Serie A,I1,1011,parma,cesena,1.7808,2.513,31,0.2698,3.71,3.9,,,,,2:2,unentschieden,0
2011-02-20,Eredivisie,N1,1011,twente,nijmegen,1.4225,3.225,7,0.544,1.84,1.94,,,,,1:1,unentschieden,0
2011-02-26,Griechenland Super League,G1,1011,panathinaikos,atromitos,1.3919,2.2,31,0.4597,2.18,2.29,,,,,1:1,unentschieden,0
2011-03-04,Süper Lig,T1,1011,kayserispor,manisaspor,1.7209,2.739,16,0.3473,2.88,3.03,,,,,1:2,niederlage,0
2011-03-09,Premier League,E0,1011,Everton,birmingham,1.6179,2.797,17,0.3865,2.59,2.72,,,,,1:1,unentschieden,0
2011-03-10,Scottish Premiership,SC0,1011,dundee united,hamilton,1.5893,2.561,26,0.3622,2.76,2.91,,,,,2:1,sieg,1
2011-03-13,Eredivisie,N1,1011,twente,vvv venlo,1.2279,3.225,3,0.7301,1.37,1.44,,,,,2:1,sieg,1
2011-03-19,Scottish Premiership,SC0,1011,hearts,st mirren,1.638,2.561,15,0.3858,2.59,2.73,,,,,3:2,sieg,1
2011-03-20,Griechenland Super League,G1,1011,aris,panserraikos,1.4278,2.2,3,0.558,1.79,1.89,,,,,3:1,sieg,1
2011-04-10,Serie A,I1,1011,juventus,genoa,1.6776,2.513,7,0.4025,2.48,2.62,,,,,3:2,sieg,1
2011-04-16,Eredivisie,N1,1011,nac breda,excelsior,1.678,3.225,20,0.3479,2.87,3.03,,,,,1:2,niederlage,0
2011-04-17,Serie A,I1,1011,lecce,cagliari,1.5947,2.513,20,0.3847,2.6,2.74,,,,,3:3,unentschieden,0
2011-04-17,Eredivisie,N1,1011,feyenoord,willem ii,1.2769,3.225,20,0.6119,1.63,1.72,,,,,6:1,sieg,1
2011-04-17,Scottish Premiership,SC0,1011,hibernian,hamilton,1.72,2.561,9,0.3766,2.66,2.8,,,,,1:2,niederlage,0
2011-04-23,Bundesliga,D1,1011,leverkusen,hoffenheim,1.6375,2.922,28,0.3325,3.01,3.17,,,,,2:1,sieg,1
2011-04-23,Premier League,E0,1011,Tottenham,west brom,1.6542,2.797,5,0.4215,2.37,2.5,,,,,2:2,unentschieden,0
2011-04-30,Bundesliga,D1,1011,hamburg,freiburg,1.729,2.922,16,0.3442,2.9,3.06,,,,,0:2,niederlage,0
2011-04-30,Premier League,E0,1011,Chelsea,Tottenham,1.5246,2.797,19,0.4256,2.35,2.47,,,,,2:1,sieg,1
2011-05-07,Bundesliga,D1,1011,leverkusen,hamburg,1.5383,2.922,2,0.4932,2.03,2.13,,,,,1:1,unentschieden,0
2011-05-07,Serie A,I1,1011,palermo,bari,1.5383,2.513,7,0.4709,2.12,2.24,,,,,2:1,sieg,1
2011-05-07,La Liga,SP1,1011,ath madrid,malaga,1.678,2.742,29,0.3123,3.2,3.37,,,,,0:3,niederlage,0
2011-05-14,Bundesliga,D1,1011,bayern munich,stuttgart,1.3635,2.922,24,0.5136,1.95,2.05,,,,,2:1,sieg,1
2011-05-15,Premier League,E0,1011,Arsenal,Aston Villa,1.432,2.797,11,0.5195,1.92,2.03,,,,,1:2,niederlage,0
2011-05-15,Eredivisie,N1,1011,feyenoord,nijmegen,1.7883,3.225,12,0.3391,2.95,3.11,,,,,1:1,unentschieden,0
2011-05-15,La Liga,SP1,1011,sp gijon,santander,1.4225,2.742,32,0.4328,2.31,2.43,,,,,2:1,sieg,1
2011-05-21,Ligue 1,F1,1011,marseille,valenciennes,1.5383,2.342,33,0.3586,2.79,2.94,,,,,2:2,unentschieden,0
2011-05-21,La Liga,SP1,1011,la coruna,valencia,1.5829,2.742,4,0.4603,2.17,2.29,,,,,0:2,niederlage,0
2011-05-22,Serie A,I1,1011,bologna,bari,1.72,2.513,28,0.3007,3.33,3.5,,,,,0:4,niederlage,0
2011-05-22,Serie A,I1,1011,roma,sampdoria,1.3753,2.513,26,0.495,2.02,2.13,,,,,3:1,sieg,1
2011-07-23,Scottish Premiership,SC0,1112,rangers,hearts,1.4468,2.636,16,0.487,2.05,2.16,,,,,1:1,unentschieden,0
2011-08-06,Ligue 1,F1,1112,paris sg,lorient,1.6293,2.516,28,0.336,2.98,3.13,,,,,0:1,niederlage,0
2011-08-13,Bundesliga,D1,1112,schalke 04,koln,1.7209,2.859,12,0.3637,2.75,2.9,,,,,5:1,sieg,1
2011-08-13,Primeira Liga,P1,1112,sp lisbon,olhanense,1.488,2.632,30,0.3991,2.51,2.64,,,,,1:1,unentschieden,0
2011-08-14,Eredivisie,N1,1112,heracles,nac breda,1.7691,3.258,32,0.2698,3.71,3.9,,,,,2:1,sieg,1
2011-08-14,Eredivisie,N1,1112,utrecht,graafschap,1.5879,3.258,14,0.4138,2.42,2.54,,,,,2:2,unentschieden,0
2011-08-20,Bundesliga,D1,1112,werder bremen,freiburg,1.6458,2.859,7,0.4166,2.4,2.53,,,,,5:3,sieg,1
2011-08-20,Premier League,E0,1112,Chelsea,west brom,1.3664,2.805,4,0.5993,1.67,1.76,,,,,2:1,sieg,1
2011-08-20,Premier League,E0,1112,Everton,qpr,1.6212,2.805,31,0.3276,3.05,3.21,,,,,0:1,niederlage,0
2011-08-28,Eredivisie,N1,1112,feyenoord,heerenveen,1.701,3.258,26,0.3152,3.17,3.34,,,,,2:2,unentschieden,0
2011-09-09,Serie A,I1,1112,milan,lazio,1.7265,2.558,12,0.3615,2.77,2.91,,,,,2:2,unentschieden,0
2011-09-11,Premier League,E0,1112,Fulham,blackburn,1.7675,2.805,32,0.2703,3.7,3.9,,,,,1:1,unentschieden,0
2011-09-17,Bundesliga,D1,1112,hertha,augsburg,1.6748,2.859,20,0.3492,2.86,3.02,,,,,2:2,unentschieden,0
2011-09-17,Premier League,E0,1112,Everton,wigan,1.5893,2.805,31,0.3418,2.93,3.08,,,,,3:1,sieg,1
2011-09-18,Eredivisie,N1,1112,twente,den haag,1.3635,3.258,14,0.5581,1.79,1.89,,,,,5:2,sieg,1
2011-09-21,Serie A,I1,1112,milan,udinese,1.7808,2.558,29,0.2769,3.61,3.8,,,,,1:1,unentschieden,0
2011-09-24,Bundesliga,D1,1112,schalke 04,freiburg,1.4463,2.859,3,0.5453,1.83,1.93,,,,,4:2,sieg,1
2011-09-24,La Liga,SP1,1112,real madrid,vallecano,1.1746,2.763,1,0.7947,1.26,1.33,,,,,6:2,sieg,1
2011-10-02,Ligue 1,F1,1112,marseille,brest,1.54,2.516,5,0.4789,2.09,2.2,,,,,1:1,unentschieden,0
2011-10-02,Eredivisie,N1,1112,feyenoord,den haag,1.4463,3.258,15,0.4918,2.03,2.14,,,,,0:3,niederlage,0
2011-10-15,Bundesliga,D1,1112,schalke 04,kaiserslautern,1.5349,2.859,30,0.3728,2.68,2.82,,,,,1:2,niederlage,0
2011-10-15,Ligue 1,F1,1112,montpellier,dijon,1.54,2.516,9,0.4611,2.17,2.28,,,,,5:3,sieg,1
2011-10-15,Eredivisie,N1,1112,ajax,az alkmaar,1.7793,3.258,14,0.3342,2.99,3.15,,,,,2:2,unentschieden,0
2011-10-23,La Liga,SP1,1112,ath madrid,mallorca,1.5349,2.763,2,0.4952,2.02,2.13,,,,,1:1,unentschieden,0
2011-10-29,Ligue 1,F1,1112,paris sg,caen,1.4222,2.516,12,0.522,1.92,2.02,,,,,4:2,sieg,1
2011-11-05,Bundesliga,D1,1112,werder bremen,koln,1.5349,2.859,3,0.4907,2.04,2.15,,,,,3:2,sieg,1
2011-11-05,Ligue 1,F1,1112,lille,evian thonon gaillard,1.4533,2.516,4,0.5362,1.86,1.96,,,,,1:1,unentschieden,0
2011-11-05,Eredivisie,N1,1112,feyenoord,nijmegen,1.5415,3.258,7,0.4691,2.13,2.24,,,,,0:1,niederlage,0
2011-11-06,Eredivisie,N1,1112,psv eindhoven,heracles,1.3314,3.258,12,0.5941,1.68,1.77,,,,,4:1,sieg,1
2011-11-19,Eredivisie,N1,1112,heerenveen,waalwijk,1.4978,3.258,12,0.4722,2.12,2.23,,,,,1:1,unentschieden,0
2011-11-20,Eredivisie,N1,1112,groningen,vvv venlo,1.2191,3.258,16,0.6922,1.44,1.52,,,,,2:1,sieg,1
2011-11-26,La Liga,SP1,1112,real madrid,ath madrid,1.2488,2.763,15,0.6625,1.51,1.59,,,,,4:1,sieg,1
2011-12-03,Bundesliga,D1,1112,stuttgart,koln,1.5383,2.859,15,0.4355,2.3,2.42,,,,,2:2,unentschieden,0
2011-12-04,Premier League,E0,1112,Everton,stoke,1.7675,2.805,15,0.3343,2.99,3.15,,,,,0:1,niederlage,0
2011-12-10,Ligue 1,F1,1112,rennes,brest,1.72,2.516,17,0.3436,2.91,3.06,,,,,1:1,unentschieden,0
2011-12-11,La Liga,SP1,1112,malaga,osasuna,1.7265,2.763,33,0.28,3.57,3.76,,,,,1:1,unentschieden,0
2011-12-16,Primeira Liga,P1,1112,benfica,rio ave,1.2416,2.632,24,0.6339,1.58,1.66,,,,,5:1,sieg,1
2011-12-17,Bundesliga,D1,1112,leverkusen,nurnberg,1.5893,2.859,8,0.4393,2.28,2.4,,,,,0:3,niederlage,0
2011-12-17,Premier League,E0,1112,Everton,norwich,1.702,2.805,28,0.3072,3.26,3.43,,,,,1:1,unentschieden,0
2011-12-21,Serie A,I1,1112,inter,lecce,1.3782,2.558,19,0.524,1.91,2.01,,,,,4:1,sieg,1
2011-12-30,Premier League,E0,1112,Liverpool,Newcastle,1.6179,2.805,25,0.3531,2.83,2.98,,,,,3:1,sieg,1
2011-12-31,Premier League,E0,1112,Manchester United,blackburn,1.1847,2.805,16,0.7344,1.36,1.43,,,,,2:3,niederlage,0
2012-01-14,Premier League,E0,1112,Tottenham,Wolves,1.3234,2.805,22,0.5577,1.79,1.89,,,,,1:1,unentschieden,0
2012-01-14,Primeira Liga,P1,1112,benfica,setubal,1.2191,2.632,6,0.7289,1.37,1.44,,,,,4:1,sieg,1
2012-01-16,Serie A,I1,1112,napoli,bologna,1.4138,2.558,14,0.5191,1.93,2.03,,,,,1:1,unentschieden,0
2012-01-22,Serie A,I1,1112,inter,lazio,1.72,2.558,30,0.2932,3.41,3.59,,,,,2:1,sieg,1
2012-01-22,La Liga,SP1,1112,real madrid,ath bilbao,1.2646,2.763,13,0.6538,1.53,1.61,,,,,4:1,sieg,1
2012-01-28,Eredivisie,N1,1112,nac breda,graafschap,1.678,3.258,8,0.3981,2.51,2.65,,,,,1:1,unentschieden,0
2012-01-28,La Liga,SP1,1112,real madrid,zaragoza,1.1384,2.763,11,0.8109,1.23,1.3,,,,,3:1,sieg,1
2012-01-29,Ligue 1,F1,1112,valenciennes,ajaccio,1.6266,2.516,6,0.4299,2.33,2.45,,,,,1:2,niederlage,0
2012-01-29,La Liga,SP1,1112,betis,granada,1.7265,2.763,13,0.3574,2.8,2.95,,,,,1:2,niederlage,0
2012-02-01,Serie A,I1,1112,inter,palermo,1.5349,2.558,16,0.433,2.31,2.43,,,,,4:4,unentschieden,0
2012-02-04,Bundesliga,D1,1112,hoffenheim,augsburg,1.7209,2.859,31,0.2892,3.46,3.64,,,,,2:2,unentschieden,0
2012-02-05,Eredivisie,N1,1112,groningen,waalwijk,1.6375,3.258,2,0.4423,2.26,2.38,,,,,0:3,niederlage,0
2012-02-09,Serie A,I1,1112,lazio,cesena,1.6,2.558,14,0.4078,2.45,2.58,,,,,3:2,sieg,1
2012-02-10,Eredivisie,N1,1112,twente,heracles,1.39,3.258,33,0.4523,2.21,2.33,,,,,2:3,niederlage,0
2012-02-11,Ligue 1,F1,1112,lyon,caen,1.4889,2.516,13,0.4732,2.11,2.23,,,,,1:2,niederlage,0
2012-02-12,Ligue 1,F1,1112,lille,bordeaux,1.7265,2.516,2,0.4038,2.48,2.61,,,,,4:5,niederlage,0
2012-02-12,La Liga,SP1,1112,real madrid,levante,1.1495,2.763,5,0.813,1.23,1.3,,,,,4:2,sieg,1
2012-02-18,Serie A,I1,1112,juventus,catania,1.4138,2.558,4,0.5635,1.77,1.87,,,,,3:1,sieg,1
2012-02-18,Scottish Premiership,SC0,1112,rangers,kilmarnock,1.4563,2.636,12,0.4985,2.01,2.11,,,,,0:1,niederlage,0
2012-02-19,La Liga,SP1,1112,barcelona,valencia,1.331,2.763,9,0.6074,1.65,1.73,,,,,5:1,sieg,1
2012-02-19,Süper Lig,T1,1112,besiktas,genclerbirligi,1.782,2.578,23,0.2985,3.35,3.53,,,,,3:2,sieg,1
2012-02-25,Eredivisie,N1,1112,roda,graafschap,1.3753,3.258,26,0.495,2.02,2.13,,,,,0:2,niederlage,0
2012-02-25,La Liga,SP1,1112,malaga,zaragoza,1.5349,2.763,23,0.4025,2.48,2.62,,,,,5:1,sieg,1
2012-03-03,Ligue 1,F1,1112,bordeaux,nice,1.6776,2.516,18,0.3562,2.81,2.96,,,,,1:2,niederlage,0
2012-03-04,Serie A,I1,1112,inter,catania,1.7808,2.558,20,0.3102,3.22,3.39,,,,,2:2,unentschieden,0
2012-03-10,Eredivisie,N1,1112,heerenveen,excelsior,1.2593,3.258,4,0.6945,1.44,1.52,,,,,4:2,sieg,1
2012-03-10,Eredivisie,N1,1112,heracles,den haag,1.5383,3.258,5,0.4798,2.08,2.19,,,,,0:2,niederlage,0
2012-03-11,Ligue 1,F1,1112,rennes,auxerre,1.6729,2.516,10,0.3917,2.55,2.69,,,,,1:1,unentschieden,0
2012-03-11,Serie A,I1,1112,lazio,bologna,1.7808,2.558,11,0.3457,2.89,3.05,,,,,1:3,niederlage,0
2012-03-12,Premier League,E0,1112,Arsenal,Newcastle,1.5246,2.805,14,0.4476,2.23,2.35,,,,,2:1,sieg,1
2012-03-19,La Liga,SP1,1112,espanol,santander,1.7793,2.763,12,0.3422,2.92,3.08,,,,,3:1,sieg,1
2012-03-22,La Liga,SP1,1112,malaga,vallecano,1.7793,2.763,5,0.3709,2.7,2.84,,,,,4:2,sieg,1
2012-03-24,Premier League,E0,1112,Liverpool,wigan,1.3518,2.805,30,0.4967,2.01,2.12,,,,,1:2,niederlage,0
2012-03-31,Premier League,E0,1112,Manchester City,Sunderland,1.2894,2.805,31,0.5511,1.81,1.91,,,,,3:3,unentschieden,0
2012-04-01,Serie A,I1,1112,roma,novara,1.3782,2.558,17,0.5329,1.88,1.98,,,,,5:2,sieg,1
2012-04-07,Premier League,E0,1112,Liverpool,Aston Villa,1.5246,2.805,10,0.4653,2.15,2.26,,,,,1:1,unentschieden,0
2012-04-07,Premier League,E0,1112,stoke,Wolves,1.6542,2.805,26,0.3335,3.0,3.16,,,,,2:1,sieg,1
2012-04-09,Premier League,E0,1112,Tottenham,norwich,1.3518,2.805,13,0.5722,1.75,1.84,,,,,1:2,niederlage,0
2012-04-11,Serie A,I1,1112,inter,siena,1.7209,2.558,6,0.3889,2.57,2.71,,,,,2:1,sieg,1
2012-04-11,Serie A,I1,1112,napoli,atalanta,1.5294,2.558,10,0.4626,2.16,2.28,,,,,1:3,niederlage,0
2012-04-14,La Liga,SP1,1112,real madrid,sp gijon,1.1329,2.763,30,0.7622,1.31,1.38,,,,,3:1,sieg,1
2012-04-15,Eredivisie,N1,1112,utrecht,vvv venlo,1.5383,3.258,9,0.462,2.16,2.28,,,,,4:2,sieg,1
2012-04-16,Premier League,E0,1112,Arsenal,wigan,1.3125,2.805,7,0.6322,1.58,1.67,,,,,1:2,niederlage,0
2012-04-21,Bundesliga,D1,1112,hertha,kaiserslautern,1.6375,2.859,27,0.3365,2.97,3.13,,,,,1:2,niederlage,0
2012-04-21,La Liga,SP1,1112,barcelona,real madrid,1.729,2.763,17,0.3402,2.94,3.1,,,,,1:2,niederlage,0
2012-04-22,Premier League,E0,1112,Manchester United,Everton,1.3782,2.805,33,0.4615,2.17,2.28,,,,,4:4,unentschieden,0
2012-04-22,Ligue 1,F1,1112,lyon,lorient,1.5383,2.516,22,0.405,2.47,2.6,,,,,3:2,sieg,1
2012-04-22,Serie A,I1,1112,milan,bologna,1.2769,2.558,26,0.5861,1.71,1.8,,,,,1:1,unentschieden,0
2012-04-22,Eredivisie,N1,1112,psv eindhoven,nijmegen,1.39,3.258,7,0.5679,1.76,1.85,,,,,2:1,sieg,1
2012-04-25,Serie A,I1,1112,roma,fiorentina,1.7265,2.558,2,0.4038,2.48,2.61,,,,,1:2,niederlage,0
2012-04-28,Eredivisie,N1,1112,vitesse,excelsior,1.3753,3.258,34,0.4593,2.18,2.29,,,,,3:2,sieg,1
2012-05-01,Premier League,E0,1112,Liverpool,Fulham,1.6995,2.805,5,0.4019,2.49,2.62,,,,,0:1,niederlage,0
2012-05-02,Premier League,E0,1112,Chelsea,Newcastle,1.5772,2.805,19,0.3976,2.52,2.65,,,,,0:2,niederlage,0
2012-05-02,Serie A,I1,1112,fiorentina,novara,1.5893,2.558,14,0.4131,2.42,2.55,,,,,2:2,unentschieden,0
2012-05-02,Serie A,I1,1112,lazio,siena,1.6803,2.558,26,0.3231,3.1,3.26,,,,,1:1,unentschieden,0
2012-05-05,Bundesliga,D1,1112,hannover,kaiserslautern,1.4138,2.859,7,0.5503,1.82,1.91,,,,,2:1,sieg,1
2012-05-05,La Liga,SP1,1112,zaragoza,santander,1.4138,2.763,11,0.5325,1.88,1.98,,,,,2:1,sieg,1
2012-05-13,Premier League,E0,1112,wigan,Wolves,1.6542,2.805,9,0.4041,2.47,2.61,,,,,3:2,sieg,1
2012-05-13,Serie A,I1,1112,milan,novara,1.3314,2.558,20,0.5592,1.79,1.88,,,,,2:1,sieg,1
2012-08-11,Ligue 1,F1,1213,paris sg,lorient,1.413,2.545,4,0.5641,1.77,1.87,,,,,2:2,unentschieden,0
2012-08-11,Eredivisie,N1,1213,roda,zwolle,1.678,3.15,7,0.4024,2.49,2.62,,,,,1:1,unentschieden,0
2012-08-12,Eredivisie,N1,1213,heerenveen,nijmegen,1.7691,3.15,27,0.2878,3.47,3.66,,,,,0:2,niederlage,0
2012-08-17,Ligue 1,F1,1213,lille,nancy,1.54,2.545,33,0.3577,2.8,2.94,,,,,1:1,unentschieden,0
2012-08-25,Premier League,E0,1213,Manchester United,Fulham,1.3518,2.797,3,0.6153,1.63,1.71,,,,,3:2,sieg,1
2012-08-26,Serie A,I1,1213,roma,catania,1.4861,2.639,28,0.4089,2.45,2.58,,,,,2:2,unentschieden,0
2012-09-01,Ligue 1,F1,1213,lyon,valenciennes,1.7265,2.545,12,0.3615,2.77,2.91,,,,,3:2,sieg,1
2012-09-02,Bundesliga,D1,1213,bayern munich,stuttgart,1.322,2.935,25,0.5457,1.83,1.93,,,,,6:1,sieg,1
2012-09-02,Premier League,E0,1213,Newcastle,Aston Villa,1.702,2.797,22,0.3305,3.03,3.19,,,,,1:1,unentschieden,0
